,S_KP,S_KI,S_KD,T_KP,T_KI,T_KD,loss_T,loss_S
6828,0.0,0.0,0.6000000000000001,0.8,0.2,0.8,0.184980827900084,0.0011947439226355086
6829,0.0,0.0,0.6000000000000001,0.8,0.2,0.9,0.1846571754506119,0.0011947439226355086
6830,0.0,0.0,0.6000000000000001,0.8,0.30000000000000004,0.0,0.18351919408641099,0.0011947439226355086
6831,0.0,0.0,0.6000000000000001,0.8,0.30000000000000004,0.1,0.18359783022876827,0.0011947439226355086
6832,0.0,0.0,0.6000000000000001,0.8,0.30000000000000004,0.2,0.18371744839050505,0.0011947439226355086
6833,0.0,0.0,0.6000000000000001,0.8,0.30000000000000004,0.30000000000000004,0.18397652568470788,0.0011947439226355086
6834,0.0,0.0,0.6000000000000001,0.8,0.30000000000000004,0.4,0.18435745309309481,0.0011947439226355086
6835,0.0,0.0,0.6000000000000001,0.8,0.30000000000000004,0.5,0.18461697449510964,0.0011947439226355086
6836,0.0,0.0,0.6000000000000001,0.8,0.30000000000000004,0.6000000000000001,0.1846692001161873,0.0011947439226355086
6837,0.0,0.0,0.6000000000000001,0.8,0.30000000000000004,0.7000000000000001,0.1848331430299178,0.0011947439226355086
6838,0.0,0.0,0.6000000000000001,0.8,0.30000000000000004,0.8,0.18507099220505796,0.0011947439226355086
6839,0.0,0.0,0.6000000000000001,0.8,0.30000000000000004,0.9,0.185068481380894,0.0011947439226355086
6840,0.0,0.0,0.6000000000000001,0.8,0.4,0.0,0.18353037727831653,0.0011947439226355086
6841,0.0,0.0,0.6000000000000001,0.8,0.4,0.1,0.18359302318304874,0.0011947439226355086
6842,0.0,0.0,0.6000000000000001,0.8,0.4,0.2,0.18367922614101942,0.0011947439226355086
6843,0.0,0.0,0.6000000000000001,0.8,0.4,0.30000000000000004,0.1838078361377811,0.0011947439226355086
6844,0.0,0.0,0.6000000000000001,0.8,0.4,0.4,0.18404858234787114,0.0011947439226355086
6845,0.0,0.0,0.6000000000000001,0.8,0.4,0.5,0.1844343450451286,0.0011947439226355086
6846,0.0,0.0,0.6000000000000001,0.8,0.4,0.6000000000000001,0.1846739294755942,0.0011947439226355086
6847,0.0,0.0,0.6000000000000001,0.8,0.4,0.7000000000000001,0.18471444127381859,0.0011947439226355086
6848,0.0,0.0,0.6000000000000001,0.8,0.4,0.8,0.18483147410696102,0.0011947439226355086
6849,0.0,0.0,0.6000000000000001,0.8,0.4,0.9,0.18501804386056886,0.0011947439226355086
6850,0.0,0.0,0.6000000000000001,0.8,0.5,0.0,0.18353514158222817,0.0011947439226355086
6851,0.0,0.0,0.6000000000000001,0.8,0.5,0.1,0.18359929487060914,0.0011947439226355086
6852,0.0,0.0,0.6000000000000001,0.8,0.5,0.2,0.18363234872629383,0.0011947439226355086
6853,0.0,0.0,0.6000000000000001,0.8,0.5,0.30000000000000004,0.18371877456196464,0.0011947439226355086
6854,0.0,0.0,0.6000000000000001,0.8,0.5,0.4,0.18387532402986667,0.0011947439226355086
6855,0.0,0.0,0.6000000000000001,0.8,0.5,0.5,0.18413242064269514,0.0011947439226355086
6856,0.0,0.0,0.6000000000000001,0.8,0.5,0.6000000000000001,0.18449456860726174,0.0011947439226355086
6857,0.0,0.0,0.6000000000000001,0.8,0.5,0.7000000000000001,0.18471075982544022,0.0011947439226355086
6858,0.0,0.0,0.6000000000000001,0.8,0.5,0.8,0.18473582895633178,0.0011947439226355086
6859,0.0,0.0,0.6000000000000001,0.8,0.5,0.9,0.18480953702475658,0.0011947439226355086
6860,0.0,0.0,0.6000000000000001,0.8,0.6000000000000001,0.0,0.183543512206316,0.0011947439226355086
6861,0.0,0.0,0.6000000000000001,0.8,0.6000000000000001,0.1,0.18360123706605935,0.0011947439226355086
6862,0.0,0.0,0.6000000000000001,0.8,0.6000000000000001,0.2,0.18365450701670633,0.0011947439226355086
6863,0.0,0.0,0.6000000000000001,0.8,0.6000000000000001,0.30000000000000004,0.1836929911627422,0.0011947439226355086
6864,0.0,0.0,0.6000000000000001,0.8,0.6000000000000001,0.4,0.1837760386817348,0.0011947439226355086
6865,0.0,0.0,0.6000000000000001,0.8,0.6000000000000001,0.5,0.1839363298191048,0.0011947439226355086
6866,0.0,0.0,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.1842280405788971,0.0011947439226355086
6867,0.0,0.0,0.6000000000000001,0.8,0.6000000000000001,0.7000000000000001,0.1845604405175182,0.0011947439226355086
6868,0.0,0.0,0.6000000000000001,0.8,0.6000000000000001,0.8,0.18472616882255405,0.0011947439226355086
6869,0.0,0.0,0.6000000000000001,0.8,0.6000000000000001,0.9,0.1847753548068702,0.0011947439226355086
6870,0.0,0.0,0.6000000000000001,0.8,0.7000000000000001,0.0,0.1835479730400888,0.0011947439226355086
6871,0.0,0.0,0.6000000000000001,0.8,0.7000000000000001,0.1,0.18360581855726732,0.0011947439226355086
6872,0.0,0.0,0.6000000000000001,0.8,0.7000000000000001,0.2,0.18365552243735425,0.0011947439226355086
6873,0.0,0.0,0.6000000000000001,0.8,0.7000000000000001,0.30000000000000004,0.18369252658400537,0.0011947439226355086
6874,0.0,0.0,0.6000000000000001,0.8,0.7000000000000001,0.4,0.1837353578176827,0.0011947439226355086
6875,0.0,0.0,0.6000000000000001,0.8,0.7000000000000001,0.5,0.18385191301310022,0.0011947439226355086
6876,0.0,0.0,0.6000000000000001,0.8,0.7000000000000001,0.6000000000000001,0.18398946586488207,0.0011947439226355086
6877,0.0,0.0,0.6000000000000001,0.8,0.7000000000000001,0.7000000000000001,0.18431124939672694,0.0011947439226355086
6878,0.0,0.0,0.6000000000000001,0.8,0.7000000000000001,0.8,0.18462146903272328,0.0011947439226355086
6879,0.0,0.0,0.6000000000000001,0.8,0.7000000000000001,0.9,0.1847456523333659,0.0011947439226355086
6880,0.0,0.0,0.6000000000000001,0.8,0.8,0.0,0.18357261450493403,0.0011947439226355086
6881,0.0,0.0,0.6000000000000001,0.8,0.8,0.1,0.18363005685223036,0.0011947439226355086
