Wall time,Step,Value
1688142983.110932,75,0.0019897622987627983
1688143350.4483154,76,0.0020035605411976576
1688143739.46183,77,0.001975018996745348
1688144118.974821,78,0.0019672121852636337
1688144459.4215362,79,0.001979515189304948
1688144821.9326885,80,0.001980916364118457
1688145187.7169752,81,0.0019537624903023243
1688145556.6010146,82,0.001962655922397971
1688145926.0939002,83,0.001991517608985305
1688146307.3715854,84,0.001936676213517785
1688146643.6924334,85,0.001959733897820115
1688147025.969304,86,0.0019129302818328142
1688147432.7195697,87,0.0019383931066840887
1688147778.9915826,88,0.0019291777862235904
1688148127.081521,89,0.0019349987851455808
1688148473.6206982,90,0.0019260677509009838
1688148828.3480692,91,0.00192065944429487
1688149172.9783783,92,0.0019137655617669225
1688149533.249242,93,0.0019026530208066106
1688149883.5174038,94,0.0018901951843872666
1688150220.5004005,95,0.0018567934166640043
1688150577.6625834,96,0.001901760813780129
1688150919.3715422,97,0.0018909723730757833
1688151260.8927662,98,0.001875604037195444
1688151621.441843,99,0.0018690525321289897
1688151967.4735363,100,0.0018671086290851235
1688152330.5665977,101,0.0018434134544804692
1688152681.5425913,102,0.0018658138578757644
1688153034.9989417,103,0.0018487912602722645
1688153373.7364879,104,0.0018620011396706104
1688153715.3085036,105,0.0018231287831440568
1688154050.5399437,106,0.001844714512117207
1688154405.907466,107,0.0018449848284944892
1688154774.6495855,108,0.0018242263467982411
1688155126.6456118,109,0.001824929378926754
1688155488.2458155,110,0.0018187284003943205
1688155840.0407288,111,0.0018247999250888824
1688156205.3376632,112,0.001816895673982799
1688156564.407742,113,0.001817992189899087
1688156917.4406083,114,0.001816802192479372
1688157278.3800008,115,0.0018086034106090665
1688157633.8615477,116,0.0018047727644443512
1688157990.097899,117,0.0017851091688498855
1688158332.5053322,118,0.0018003827426582575
1688158686.9052076,119,0.0018139865715056658
1688159048.5900679,120,0.0018035178072750568
1688159414.104209,121,0.0017951142508536577
1688159778.8603425,122,0.0017856191843748093
1688160143.9193025,123,0.0017584655433893204
1688160487.4526916,124,0.001789567992091179
1688160863.8458676,125,0.001788952387869358
1688161195.3926218,126,0.0017690862296149135
1688161562.7013695,127,0.0017562551656737924
1688161928.8934774,128,0.0017567900940775871
1688162284.6369085,129,0.0017638102872297168
1688162654.2511997,130,0.0017652712995186448
1688162991.5626814,131,0.0017513887723907828
1688163353.0106716,132,0.001765045104548335
1688163690.205702,133,0.0017471170285716653
1688164043.2415776,134,0.0017305947840213776
1688164416.5614276,135,0.0017212990205734968
1688164760.934863,136,0.0017387496773153543
1688165126.5484157,137,0.00173961091786623
1688165484.1566038,138,0.0017365363892167807
1688165837.0533905,139,0.0017446872079744935
1688166170.9984877,140,0.0017211829544976354
1688166520.31133,141,0.0017293873243033886
1688166870.2167857,142,0.0017162881558761
1688167232.4186773,143,0.0017210589721798897
1688167592.3805642,144,0.0017037627985700965
1688167967.4280524,145,0.0017227412899956107
1688168324.1701548,146,0.0017122247954830527
1688168683.2925992,147,0.0017376203322783113
1688169003.5299952,148,0.0017198064597323537
1688169362.677978,149,0.001714741694740951
1688169740.3501933,150,0.00171087181661278
1688170123.5500362,151,0.0016874296125024557
1688170499.6350417,152,0.0017117620445787907
1688170859.0703194,153,0.0017101159319281578
1688171210.1473558,154,0.0016986281843855977
1688171551.6761427,155,0.0016887065721675754
1688171899.0548084,156,0.0017109577311202884
1688172259.6161067,157,0.001688157208263874
1688172604.7809675,158,0.0016986975679174066
1688172934.5800846,159,0.0016867738449946046
1688173289.7623968,160,0.0016716793179512024
1688173628.514321,161,0.0016766190528869629
1688173961.7680063,162,0.0016714168014004827
1688174326.9561749,163,0.0016946757677942514
1688174681.9430292,164,0.0016834709094837308
1688175035.8445342,165,0.0016656856751069427
1688175398.3558211,166,0.0016662285197526217
1688175733.2188003,167,0.0016723248409107327
1688176074.8252041,168,0.0016861851327121258
1688176425.0787497,169,0.0016820643795654178
1688176770.3522754,170,0.0016895055305212736
1688177080.819899,171,0.0016555676702409983
1688177430.9792101,172,0.0016729736234992743
1688177777.7768028,173,0.0016641842667013407
1688178126.4570837,174,0.0016711557982489467
1688178471.428239,175,0.001649482175707817
1688178809.7297509,176,0.0016679409891366959
1688179127.5165951,177,0.0016663405112922192
1688179437.538593,178,0.001680831192061305
1688179772.2454033,179,0.0016495948657393456
1688180125.679559,180,0.0016465034568682313
1688180501.4931827,181,0.00164206069894135
1688180882.9993668,182,0.001667567528784275
1688181245.8467648,183,0.001637037144973874
1688181597.8688014,184,0.0016261875862255692
1688181951.375932,185,0.0016617425717413425
1688182298.1765718,186,0.0016352933598682284
1688182642.525989,187,0.0016442160122096539
1688182991.4087024,188,0.0016321867005899549
1688183311.058487,189,0.0016466280212625861
1688183657.6004667,190,0.0016365516930818558
1688184014.5379984,191,0.0016294921515509486
1688184366.669688,192,0.0016314967069774866
1688184719.4483902,193,0.0016298469854518771
1688185079.1058295,194,0.001634378102608025
1688185427.9434073,195,0.0016299120616167784
1688185764.4430976,196,0.0016279704868793488
1688186118.7845988,197,0.0016105356626212597
1688186475.8555233,198,0.0016141453525051475
1688186815.5807316,199,0.0016366014024242759
1688187162.621921,200,0.0016072253929451108
1688187520.8656123,201,0.0016139625804498792
1688187870.8515868,202,0.0016236448427662253
1688188219.3674843,203,0.001623055199161172
1688188581.2841744,204,0.001618573791347444
1688188926.7338338,205,0.001614021952264011
1688189279.8772085,206,0.0016298979753628373
1688189635.7432017,207,0.001620256109163165
1688190015.2291877,208,0.0016087235417217016
1688190394.3656116,209,0.0016150547889992595
1688190764.5739007,210,0.0016179371159523726
1688191124.6102507,211,0.001603806740604341
1688191476.1697357,212,0.0016072914004325867
1688191834.642539,213,0.0016128276474773884
1688192191.7210798,214,0.0015775252832099795
1688192528.0036418,215,0.0015693788882344961
1688192885.6667879,216,0.0015632734866812825
1688193262.8226035,217,0.0015809849137440324
1688193612.2847083,218,0.001547276508063078
1688193979.948848,219,0.0015487105119973421
1688194338.4836931,220,0.001553473761305213
1688194685.6218374,221,0.001565523911267519
1688195030.9057076,222,0.0015528436051681638
1688195368.632223,223,0.001533873612061143
1688195707.5891154,224,0.001557887764647603
1688196049.560146,225,0.0015415711095556617
1688196394.912471,226,0.0015533228870481253
1688196744.6695614,227,0.001561745535582304
1688197074.0131593,228,0.0015180028276517987
1688197416.1459942,229,0.0015724528348073363
1688197767.6381707,230,0.0015441542491316795
1688198112.2434833,231,0.0015206781681627035
1688198459.4483976,232,0.0015386251034215093
1688198796.7934873,233,0.0015434471424669027
1688199143.8963776,234,0.0015555131249129772
1688199500.600492,235,0.0015160203911364079
1688199835.8856845,236,0.0015420385170727968
1688200162.7786932,237,0.001543073682114482
1688200503.8497553,238,0.0015537349972873926
1688200842.8184712,239,0.0015446277102455497
1688201203.8303525,240,0.001547947758808732
1688201589.9387903,241,0.0015303376130759716
1688201958.6739209,242,0.0015399233670905232
1688202307.6365879,243,0.0015352786285802722
1688202679.7545645,244,0.0015150140970945358
1688203029.488725,245,0.001536443829536438
1688203392.203684,246,0.0015318789519369602
1688203758.4369175,247,0.001553394366055727
1688204116.745384,248,0.001538500189781189
1688204491.2705982,249,0.0015402871649712324
1688204852.5076747,250,0.0015227185795083642
1688205223.7176769,251,0.0015413324581459165
1688205559.233293,252,0.0015250605065375566
1688205946.3191874,253,0.0015237040352076292
1688206286.938011,254,0.001528164022602141
1688206641.879461,255,0.0015217935433611274
1688207002.45464,256,0.0015219313791021705
1688207321.6227047,257,0.001512235263362527
1688207692.6318846,258,0.0015114550478756428
1688208036.9906151,259,0.0015176235465332866
1688208413.7379823,260,0.0015361736295744777
1688208797.0735674,261,0.0015305147971957922
1688209185.493928,262,0.00151138287037611
1688209570.4651394,263,0.001531723071821034
1688209908.005582,264,0.0015130880055949092
1688210284.4625645,265,0.0014987270114943385
1688210650.4894707,266,0.0014916501240804791
1688211029.5488002,267,0.0015137820737436414
1688211419.1907227,268,0.0015074160182848573
1688211745.3985512,269,0.0015038539422675967
1688212104.132891,270,0.0015053222887217999
1688212480.561062,271,0.0014990398194640875
1688212836.2600994,272,0.001491895061917603
1688213179.0241659,273,0.0015062360325828195
1688213491.637485,274,0.0014873765176162124
1688213814.979757,275,0.0015043566236272454
1688214147.011905,276,0.001494527910836041
1688214485.3407707,277,0.0015283485408872366
1688214817.9646122,278,0.0015083001926541328
1688215298.5729845,279,0.0014961435226723552
1688215825.7947927,280,0.001497897901572287
1688216353.6030803,281,0.0014896453358232975
1688216886.6740923,282,0.001498595462180674
1688217394.7832565,283,0.0014910195022821426
1688217914.1299403,284,0.0014924408169463277
1688218440.1155355,285,0.0014911761973053217
1688218987.8264441,286,0.001477992394939065
1688219508.829718,287,0.0014869149308651686
1688220030.9859962,288,0.0014794844901189208
1688220548.6101499,289,0.0014790036948397756
1688221088.635292,290,0.0014760139165446162
1688221548.1594946,291,0.0014789473498240113
1688222073.9514608,292,0.0014639024157077074
1688222605.4845204,293,0.001462677028030157
1688223144.7524889,294,0.0014701691688969731
1688223665.0222292,295,0.001473964424803853
1688224176.97379,296,0.001473984681069851
1688224708.76812,297,0.0014578498667106032
1688225251.3645172,298,0.0014775728341192007
1688225787.0098267,299,0.0014680272433906794
1688226301.1283538,300,0.001470347517170012
1688226818.6350834,301,0.0014534671790897846
1688227354.3238688,302,0.0014668034855276346
1688227891.005474,303,0.001474320306442678
1688228411.482087,304,0.0014635177794843912
1688228939.3311605,305,0.0014811836881563067
1688229527.5552635,306,0.0014509884640574455
1688230084.2175777,307,0.0014771968126296997
1688230612.172483,308,0.0014653014950454235
1688231142.8076055,309,0.0014358431799337268
1688231679.9707139,310,0.0014666877686977386
1688232232.5648952,311,0.0014501891564577818
1688232771.2131999,312,0.0014654870610684156
1688233260.2364066,313,0.001448348630219698
1688233801.1566517,314,0.0014762169448658824
1688234335.8034296,315,0.0014466980937868357
1688234859.1841733,316,0.001442532753571868
1688235385.5877717,317,0.0014541673008352518
1688235903.7436619,318,0.0009399477858096361
1688236466.7086582,319,0.0004909518756903708
1688237008.6596434,320,0.0004703987797256559
1688237539.7752945,321,0.0004849145479965955
1688238074.9684079,322,0.0004726182378362864
1688238604.437867,323,0.0004891087883152068
1688239139.9381802,324,0.00048023415729403496
1688239662.1760495,325,0.0004820014873985201
1688240183.232627,326,0.00047540737432427704
1688240712.8909688,327,0.00046789032057859004
1688241248.4489565,328,0.0004622277629096061
1688241776.3774545,329,0.00047041961806826293
1688242303.7181172,330,0.0004558792570605874
1688242800.1464224,331,0.00046544699580408633
1688243352.5919702,332,0.00046909964294172823
1688243898.4217277,333,0.00046631231089122593
1688244420.8483818,334,0.00047330063534900546
1688244945.9753208,335,0.00045785767724737525
1688245464.620888,336,0.0004417471936903894
1688245993.210015,337,0.0004769760125782341
1688246521.479966,338,0.000458199909189716
1688247061.1738088,339,0.00045704416697844863
1688247598.869512,340,0.0004614553472492844
1688248147.6794822,341,0.00046442996244877577
1688248681.9523923,342,0.0004403908969834447
1688249225.185768,343,0.00045634631533175707
1688249756.9100451,344,0.0004478800983633846
1688250284.1276903,345,0.0004552604223135859
1688250839.027585,346,0.0004474491288419813
1688251371.070822,347,0.0004563855763990432
1688251899.5849664,348,0.0004521256487350911
1688252431.0052187,349,0.0004446205566637218
1688252977.4450645,350,0.00046954606659710407
1688253526.5362,351,0.0004653894284274429
1688254060.4516218,352,0.000454012886621058
1688254609.9354813,353,0.000437697337474674
1688255155.960838,354,0.00044528444414027035
1688255708.8543406,355,0.00044596893712878227
1688256313.9216878,356,0.00044665290624834597
1688256855.17689,357,0.00044514439650811255
1688257392.386863,358,0.00043631100561469793
1688257938.642543,359,0.00044422922655940056
1688258464.4814768,360,0.00045913600479252636
1688259002.8540103,361,0.0004569596494548023
1688259520.4200866,362,0.00045051632332615554
1688260061.1115618,363,0.0004473339067772031
1688260607.6264205,364,0.00043635271140374243
1688261149.8762777,365,0.00043951079715043306
1688261702.5488768,366,0.0004319839063100517
1688262243.6809518,367,0.0004432751447893679
1688262797.7496343,368,0.00044891450670547783
1688263320.2702074,369,0.00043358272523619235
1688263866.9183755,370,0.00043814131640829146
1688264403.710332,371,0.0004362642066553235
1688264928.212431,372,0.0004377132572699338
1688265455.2984927,373,0.0004424322978593409
1688265965.7291243,374,0.0004266059841029346
1688266492.3958244,375,0.00043056736467406154
1688267028.9147794,376,0.0004367822257336229
1688267573.9364557,377,0.0004520445945672691
1688268119.3141212,378,0.0004300838045310229
1688268652.7384572,379,0.0004178119415882975
1688269192.743309,380,0.00044436505413614213
1688269739.735979,381,0.00043148553231731057
1688270254.896187,382,0.00043172630830667913
1688270761.7046678,383,0.00044686300680041313
1688271305.4794407,384,0.0004239248810335994
1688271873.8226814,385,0.0004322573950048536
1688272444.8909173,386,0.0004285035247448832
1688272984.557833,387,0.00044207790051586926
1688273520.8222723,388,0.0004360609455034137
1688274053.1057055,389,0.00043391951476223767
1688274627.462084,390,0.0004330896772444248
1688275135.4462755,391,0.0004211731138639152
1688275671.446499,392,0.0004446274251677096
1688276209.1328616,393,0.0004334986151661724
1688276757.9452052,394,0.00042718707118183374
1688277285.9790215,395,0.00044706580229103565
1688277800.00273,396,0.0004276976687833667
1688278327.908967,397,0.0004199031391181052
1688278852.1515727,398,0.00041682194569148123
1688279400.2122395,399,0.00042924212175421417
1688279923.4353652,400,0.0004173674387857318
1688280456.155924,401,0.00043686022399924695
1688280981.1222491,402,0.0004385963547974825
1688281522.7590578,403,0.0004236225504428148
1688282048.3748138,404,0.0004254156956449151
1688282558.9548342,405,0.000418646726757288
1688283076.1147017,406,0.00041849890840239823
1688283607.2163475,407,0.00043483320041559637
1688284164.9580874,408,0.0004247172619216144
1688284704.3499994,409,0.00042796661728061736
1688285240.3262236,410,0.0004115085175726563
1688285758.3743105,411,0.00043829422793351114
1688286318.191527,412,0.0004253587394487113
1688286853.4810705,413,0.00041987886652350426
1688287376.5484326,414,0.00043534187716431916
1688287915.5305836,415,0.0004176277725491673
1688288460.0043166,416,0.0004287755291443318
1688289009.0407214,417,0.0004309067444410175
1688289532.4719424,418,0.00043558666948229074
1688290072.284871,419,0.0004183416021987796
1688290607.3651853,420,0.00041826197411864996
1688291133.1488135,421,0.0004349160590209067
1688291688.6793857,422,0.0004148022853769362
1688292218.461341,423,0.0004190600593574345
1688292757.8292558,424,0.00040296316728927195
1688293292.7498844,425,0.00041656105895526707
1688293830.7247224,426,0.0004231517086736858
1688294368.3466666,427,0.0004191242915112525
1688294891.0610778,428,0.00041876151226460934
1688295422.1485565,429,0.0004258202388882637
1688295944.5990982,430,0.0004103870887774974
1688296489.7206755,431,0.00041858191252686083
1688297041.1164713,432,0.0004098830686416477
1688297573.9172153,433,0.0004057218029629439
1688298097.9928522,434,0.0004038969345856458
1688298620.0386012,435,0.0004017421742901206
1688299160.3957872,436,0.00041338245500810444
1688299697.901618,437,0.00040196909685619175
1688300218.4419887,438,0.0004210725019220263
1688300751.7433167,439,0.0004193909699097276
1688301323.3007553,440,0.00041165645234286785
1688301862.979358,441,0.00040693837217986584
1688302396.9464881,442,0.00040848104981705546
1688302926.4027736,443,0.00041620625415816903
1688303468.2687755,444,0.00039039048715494573
1688304021.389454,445,0.00040577302570454776
1688304576.3192234,446,0.00042476170347072184
1688305114.0908728,447,0.0004056620236951858
1688305672.3781567,448,0.00040220527444034815
1688306201.8443358,449,0.0004118838987778872
1688306770.3214626,450,0.0004149287415202707
1688307325.88856,451,0.00041306388447992504
1688307880.5012999,452,0.0004089476715307683
1688308406.463653,453,0.00039812817703932524
1688308921.1363487,454,0.00039359377115033567
1688309465.9467459,455,0.00040792321669869125
1688310004.2465348,456,0.0004148246080148965
1688310537.3592637,457,0.0003910262312274426
1688311079.1112072,458,0.0004049307608511299
1688311625.6601799,459,0.0003874950634781271
1688312168.5442424,460,0.0003979777393396944
1688312719.6434371,461,0.0004050090501550585
1688313264.0342085,462,0.0003996606101281941
1688313802.8459215,463,0.0004064484965056181
1688314318.9480622,464,0.0003950610407628119
1688314855.7262454,465,0.00039439095417037606
1688315377.7644928,466,0.00039933057269081473
1688315893.1628797,467,0.0003960791218560189
1688316430.8810399,468,0.000396176241338253
1688316962.9201155,469,0.00039640621980652213
1688317493.6610384,470,0.0003901176096405834
1688318024.941981,471,0.0004056993930134922
1688318567.0187647,472,0.000392284884583205
1688319096.4125786,473,0.00038899941137060523
1688319649.6043684,474,0.0004107358690816909
1688320177.3536143,475,0.00041977365617640316
1688320675.1388063,476,0.0003926614299416542
1688321213.7496672,477,0.00038585049333050847
1688321757.545511,478,0.0003918296715710312
1688322276.1406405,479,0.0003949658421333879
1688322803.8289907,480,0.00038283487083390355
1688323299.7797635,481,0.0003877064445987344
1688323836.570061,482,0.0003929864033125341
1688324373.6156118,483,0.0003951647668145597
1688324903.7852716,484,0.0003946418291889131
1688325446.1599827,485,0.0003811854694504291
1688325968.4646032,486,0.0003972496488131583
1688326528.7963464,487,0.0003965725190937519
1688327074.5738218,488,0.00039443967398256063
1688327603.2804558,489,0.0003835507668554783
1688328141.1485355,490,0.00039021935663186014
1688328663.2890217,491,0.00039515900425612926
1688329190.010526,492,0.0003987469826824963
1688329714.11014,493,0.0004073853779118508
1688330235.112266,494,0.0003868601634167135
1688330765.6985517,495,0.0003884847683366388
1688331362.4778082,496,0.0003890130028594285
1688331910.0610473,497,0.00038749445229768753
1688332439.8716197,498,0.0003930330858565867
1688332976.2656684,499,0.0003958681772928685
1688333518.2788796,500,0.000391883950214833
1688334059.6852787,501,0.00038035225588828325
1688334607.565551,502,0.00037467150832526386
1688335163.862822,503,0.0003910764353349805
1688335710.5525901,504,0.00037437997525557876
1688336249.9752455,505,0.0003945632488466799
1688336854.1213994,506,0.0003845770552288741
1688337413.1021554,507,0.000381622405257076
1688337957.1265478,508,0.00039155507693067193
1688338460.0121236,509,0.0003707591095007956
1688338985.4243531,510,0.000379513279767707
1688339515.7160428,511,0.0003925543569494039
1688340044.8134174,512,0.00037765182787552476
1688340583.7263885,513,0.0003975885920226574
1688341107.7629879,514,0.00038430161657743156
1688341701.506631,515,0.0003988518728874624
1688342259.443865,516,0.00038796081207692623
1688342799.1135023,517,0.0003938407462555915
1688343334.2000098,518,0.0003852906229440123
1688343856.5859482,519,0.00037412758683785796
1688344404.571629,520,0.00038541178219020367
1688344930.7364197,521,0.0003781759587582201
1688345477.9152193,522,0.00038529527955688536
1688346013.4304276,523,0.0003811259230133146
1688346559.5439656,524,0.0003834917733911425
1688347101.9987683,525,0.00036941884900443256
1688347630.3603075,526,0.00038864818634465337
1688348165.514343,527,0.0003925821802113205
1688348706.9306788,528,0.0003862727025989443
1688349246.455545,529,0.00038266071351245046
1688349786.4730296,530,0.00037975283339619637
1688350358.3748329,531,0.0003874831891153008
1688350887.832381,532,0.0003779541002586484
1688351406.2005084,533,0.00037440357846207917
1688351965.935498,534,0.0003776449884753674
1688352503.5646396,535,0.0003773665230255574
1688353034.572784,536,0.0003800122067332268
1688353564.4367766,537,0.00038733502151444554
1688354117.8234434,538,0.0003822602448053658
1688354652.4010923,539,0.0003857059346046299
1688355175.5545475,540,0.00038222200237214565
1688355721.364102,541,0.00037964360672049224
1688356250.067216,542,0.0003790004993788898
1688356791.3573992,543,0.0003822826547548175
1688357319.265041,544,0.0003853543312288821
1688357867.855708,545,0.00037664026604034007
1688358392.299502,546,0.00037015017005614936
1688358950.0326288,547,0.00038087714347057045
1688359454.5105948,548,0.0003786557645071298
1688359991.4993885,549,0.00036764785181730986
1688360536.8188858,550,0.00037055619759485126
1688361101.0434892,551,0.00037161645013839006
1688361636.2750292,552,0.00037264771526679397
1688362156.1653094,553,0.0003777652163989842
1688362684.248736,554,0.0003742956614587456
1688363212.5331237,555,0.00037315988447517157
1688363762.877225,556,0.00035982776898890734
1688364268.096851,557,0.0003705771523527801
1688364809.1270826,558,0.00037702120607718825
1688365350.640172,559,0.0003767145099118352
1688365896.5346637,560,0.0003745780559256673
1688366428.841611,561,0.00037048893864266574
1688366962.77259,562,0.0003859321877826005
1688367490.832286,563,0.0003792789939325303
1688368016.3734713,564,0.0003608673869166523
1688368554.126331,565,0.00037668782169930637
1688369051.4979239,566,0.00037695630453526974
1688369571.762784,567,0.0003712311154231429
1688370113.4431384,568,0.00036795446067117155
1688370649.1981876,569,0.0003857116971630603
1688371172.4513843,570,0.00035618722904473543
1688371702.977348,571,0.00036884238943457603
1688372230.204039,572,0.0003577714378479868
1688372762.853249,573,0.00036087536136619747
1688373308.9090765,574,0.0003647262929007411
1688373834.0156693,575,0.0003748208109755069
1688374357.959864,576,0.00036863863351754844
1688374925.9227006,577,0.00037368101766332984
1688375482.9140408,578,0.0003713710466399789
1688375977.9550297,579,0.0003770382609218359
1688376519.1343336,580,0.0003728520532604307
1688377100.3163068,581,0.00037516484735533595
1688377638.931512,582,0.0003665092517621815
1688378179.4562674,583,0.00037838282878510654
1688378702.478049,584,0.00036308119888417423
1688379235.6213918,585,0.0003611576685216278
1688379759.6599824,586,0.0003654237079899758
1688380292.988124,587,0.0003693590115290135
1688380826.9556742,588,0.0003585189988370985
1688381360.303918,589,0.00036442273994907737
1688381919.690937,590,0.0003605764068197459
1688382472.1221187,591,0.0003747137088794261
1688383002.0619383,592,0.00036916136741638184
1688383526.3960369,593,0.0003632575389929116
1688384067.0933716,594,0.0003667605051305145
1688384612.8001037,595,0.000366872496670112
1688385136.3228216,596,0.0003638781781774014
1688385655.0401483,597,0.0003537654993124306
1688386181.2168794,598,0.0003706812858581543
1688386714.6915581,599,0.00037768151378259063
1688387260.6886163,600,0.00035453663440421224
1688387769.0513525,601,0.0003492064424790442
1688388297.0927317,602,0.0003722902329172939
1688388848.7197275,603,0.00036942516453564167
1688389377.3010955,604,0.00037236663047224283
1688389911.325507,605,0.0003627183032222092
1688390439.9227178,606,0.0003703769179992378
1688390984.3333673,607,0.0003597131581045687
1688391552.8094864,608,0.0003456418926361948
1688392106.236737,609,0.0003500140446703881
1688392633.02822,610,0.00036519570858217776
1688393158.6043723,611,0.0003596073074731976
1688393716.3382978,612,0.00036221343907527626
1688394278.0755122,613,0.00034779810812324286
1688394838.4420822,614,0.00035208024200983346
1688395385.386554,615,0.00036470196209847927
1688395920.0365465,616,0.0003597874892875552
1688396440.405607,617,0.0003472910902928561
1688396961.595152,618,0.0003600536729209125
1688397491.8790734,619,0.00035244686296209693
1688398015.9309275,620,0.0003488014335744083
1688398573.249005,621,0.0003462409949861467
1688399154.7848113,622,0.00036323931999504566
1688399696.74663,623,0.0003364231379237026
1688400222.4047074,624,0.0003273673355579376
1688400764.0255,625,0.00032322233892045915
1688401326.7908,626,0.00033612659899517894
1688401862.8953648,627,0.0003338228561915457
1688402418.376889,628,0.0003269815933890641
1688402925.7407045,629,0.0003269837179686874
1688403462.150599,630,0.0003418549313209951
1688403983.0567467,631,0.0003294558555353433
1688404520.7039347,632,0.0003280676028225571
1688405056.2981873,633,0.00033644557697698474
1688405588.8391259,634,0.0003261605161242187
1688406122.170178,635,0.0003261250094510615
1688406649.7021937,636,0.00032170297345146537
1688407183.4703631,637,0.00033151666866615415
1688407711.4975915,638,0.00033741211518645287
1688408236.0601006,639,0.00032337900483980775
1688408759.1143916,640,0.0003224270767532289
1688409282.5995638,641,0.00031497052987106144
1688409811.6880383,642,0.0003366150485817343
1688410321.332851,643,0.00031890234095044434
1688410851.7012308,644,0.00032405383535660803
1688411390.6193442,645,0.0003245370462536812
1688411911.0867774,646,0.0003245834377594292
1688412444.763128,647,0.0003301444521639496
1688412954.5432665,648,0.00033516116673126817
1688413496.6791935,649,0.00032433614251203835
1688414034.9997985,650,0.0003283237456344068
1688414563.7088695,651,0.0003140908956993371
1688415103.6632547,652,0.00031407742062583566
1688415644.269405,653,0.0003233830793760717
1688416166.11619,654,0.00030968725332058966
1688416691.8057656,655,0.0003238154749851674
1688417234.9335928,656,0.00032857662881724536
1688417776.6683362,657,0.0003211503499187529
1688418308.2727115,658,0.00032294553238898516
1688418869.2823637,659,0.0003188900009263307
1688419401.0005639,660,0.0003276898351032287
1688419938.0468266,661,0.0003174584708176553
1688420475.548147,662,0.00032535797799937427
1688421025.8239863,663,0.00031970301643013954
1688421570.890572,664,0.000336959637934342
1688422095.4397044,665,0.0003200525534339249
1688422625.003681,666,0.0003333241038490087
1688423150.414296,667,0.00031993654556572437
1688423713.4423208,668,0.0003215052711311728
1688424244.5694532,669,0.00033147764042951167
1688424783.3117795,670,0.00032031393493525684
1688425316.3492684,671,0.0003154245496261865
1688425843.7406113,672,0.00032433506567031145
1688426381.6240911,673,0.00031017314177006483
1688426921.8535252,674,0.00032301369355991483
1688427468.216214,675,0.00032115165959112346
1688427989.5986335,676,0.0003046478086616844
1688428530.5830262,677,0.00030666086240671575
1688429083.74734,678,0.00031434462289325893
1688429626.3611193,679,0.0003205157117918134
